[2025-02-05T03:26:45.889Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"96706824","timestamp":"2025-02-05T03:26:45.889Z"}
[2025-02-05T03:27:02.204Z] ERROR: การเข้าสู่ระบบล้มเหลว: รหัสผ่านไม่ถูกต้อง | ข้อมูล: {"message":{"username":"96706824","timestamp":"2025-02-05T03:27:02.203Z","attempt":"invalid_password"},"stack":"no stack trace"}
[2025-02-05T03:27:06.739Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"555","timestamp":"2025-02-05T03:27:06.739Z"}
[2025-02-05T03:27:06.744Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"555","timestamp":"2025-02-05T03:27:06.743Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:27:16.219Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"555","timestamp":"2025-02-05T03:27:16.219Z"}
[2025-02-05T03:27:16.224Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"555","timestamp":"2025-02-05T03:27:16.224Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:27:16.384Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"555","timestamp":"2025-02-05T03:27:16.384Z"}
[2025-02-05T03:27:16.388Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"555","timestamp":"2025-02-05T03:27:16.388Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:27:16.545Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"555","timestamp":"2025-02-05T03:27:16.545Z"}
[2025-02-05T03:27:16.549Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"555","timestamp":"2025-02-05T03:27:16.549Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:27:16.705Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"555","timestamp":"2025-02-05T03:27:16.705Z"}
[2025-02-05T03:27:16.710Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"555","timestamp":"2025-02-05T03:27:16.710Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:27:16.875Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"555","timestamp":"2025-02-05T03:27:16.875Z"}
[2025-02-05T03:27:16.880Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"555","timestamp":"2025-02-05T03:27:16.880Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:27:17.297Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"555","timestamp":"2025-02-05T03:27:17.297Z"}
[2025-02-05T03:27:17.302Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"555","timestamp":"2025-02-05T03:27:17.302Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:28:45.655Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"goo","timestamp":"2025-02-05T03:28:45.655Z"}
[2025-02-05T03:28:45.768Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"goo","timestamp":"2025-02-05T03:28:45.768Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:33:08.893Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"goo","timestamp":"2025-02-05T03:33:08.893Z"}
[2025-02-05T03:33:08.959Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"goo","timestamp":"2025-02-05T03:33:08.959Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:33:10.229Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"goo","timestamp":"2025-02-05T03:33:10.229Z"}
[2025-02-05T03:33:10.233Z] ERROR: การเข้าสู่ระบบล้มเหลว: ไม่พบผู้ใช้ | ข้อมูล: {"message":{"username":"goo","timestamp":"2025-02-05T03:33:10.233Z","attempt":"user_not_found"},"stack":"no stack trace"}
[2025-02-05T03:33:18.137Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"96706824","timestamp":"2025-02-05T03:33:18.137Z"}
[2025-02-05T03:33:18.309Z] ACTION: 96706824 - เข้าสู่ระบบสำเร็จ | ข้อมูล: {"timestamp":"2025-02-05T03:33:18.308Z","hospital":"โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล","role":"staff","last_login":"2025-02-05T03:33:18.308Z"}
[2025-02-05T03:36:27.119Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"96706824","timestamp":"2025-02-05T03:36:27.118Z"}
[2025-02-05T03:36:27.549Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"message":"รหัสผ่านไม่ถูกต้อง","stack":"no stack trace"}
[2025-02-05T03:37:03.977Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"5555","timestamp":"2025-02-05T03:37:03.977Z"}
[2025-02-05T03:37:04.071Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ","stack":"no stack trace"}
[2025-02-05T03:39:43.383Z] INFO: กำลังตรวจสอบชื่อผู้ใช้ | ข้อมูล: {"username":"96706811"}
[2025-02-05T03:39:43.395Z] INFO: กำลังบันทึกข้อมูลผู้ใช้ | ข้อมูล: {"username":"96706811"}
[2025-02-05T03:39:43.688Z] ACTION: 96706811 - ลงทะเบียน | ข้อมูล: {"hospital":"โรงพยาบาลบางปะกอก 1","role":"staff"}
[2025-02-05T03:40:47.374Z] INFO: กำลังตรวจสอบชื่อผู้ใช้ | ข้อมูล: {"username":"96706811"}
[2025-02-05T03:40:58.222Z] INFO: กำลังตรวจสอบชื่อผู้ใช้ | ข้อมูล: {"username":"96706811"}
[2025-02-05T03:45:07.570Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:45:07.570Z"}
[2025-02-05T03:45:07.731Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:45:07.730Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:46:18.501Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:46:18.501Z"}
[2025-02-05T03:46:18.614Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:46:18.614Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:47:58.103Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:47:58.103Z"}
[2025-02-05T03:47:58.298Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:47:58.297Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:49:29.680Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:49:29.680Z"}
[2025-02-05T03:49:29.978Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:49:29.978Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:49:33.398Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:49:33.398Z"}
[2025-02-05T03:49:33.403Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:49:33.403Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:49:38.860Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:49:38.860Z"}
[2025-02-05T03:49:38.864Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:49:38.864Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:49:39.239Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:49:39.239Z"}
[2025-02-05T03:49:39.243Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:49:39.243Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:49:39.405Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:49:39.405Z"}
[2025-02-05T03:49:39.410Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:49:39.409Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:49:39.534Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 8","timestamp":"2025-02-05T03:49:39.534Z"}
[2025-02-05T03:49:39.538Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T03:49:39.538Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 8","attempted_role":"nurse"}},"stack":"no stack trace"}
[2025-02-05T03:51:29.258Z] INFO: เริ่มกระบวนการลงทะเบียน
[2025-02-05T03:51:29.376Z] ERROR: Username ซ้ำ: 96706811 | โรงพยาบาลบางปะกอก 3 (doctor)
[2025-02-05T04:00:22.353Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 3","timestamp":"2025-02-05T04:00:22.353Z"}
[2025-02-05T04:00:22.526Z] ERROR: การลงทะเบียนล้มเหลว: ชื่อผู้ใช้ซ้ำ | ข้อมูล: {"message":{"type":"duplicate_username","username":"96706811","timestamp":"2025-02-05T04:00:22.525Z","details":{"attempted_hospital":"โรงพยาบาลบางปะกอก 3","attempted_role":"doctor"}},"stack":"no stack trace"}
[2025-02-05T04:02:01.175Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 3","timestamp":"2025-02-05T04:02:01.175Z"}
[2025-02-05T04:02:01.345Z] ❌ ไม่สามารถลงทะเบียนได้: ชื่อผู้ใช้ซ้ำ | User: 96706811 | โรงพยาบาล: โรงพยาบาลบางปะกอก 3 | บทบาท: doctor
[2025-02-05T04:04:39.706Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 3","timestamp":"2025-02-05T04:04:39.706Z"}
[2025-02-05T04:04:39.810Z] ❌ ไม่สามารถลงทะเบียนได้: ชื่อผู้ใช้ซ้ำ | User: 96706811 | โรงพยาบาล: โรงพยาบาลบางปะกอก 3 | บทบาท: doctor
[2025-02-05T04:09:27.032Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 3","timestamp":"2025-02-05T04:09:27.032Z"}
[2025-02-05T04:09:27.207Z] ERROR: Username ซ้ำ: 96706811 | โรงพยาบาลบางปะกอก 3 (doctor)
[2025-02-05T04:11:03.111Z] INFO: เริ่มกระบวนการลงทะเบียน | ข้อมูล: {"username":"96706811","hospital":"โรงพยาบาลบางปะกอก 3","timestamp":"2025-02-05T04:11:03.111Z"}
[2025-02-05T04:11:03.233Z] ERROR: Username ซ้ำ: 96706811 | โรงพยาบาลบางปะกอก 3 (doctor)
[2025-02-05T04:13:25.139Z] INFO: เริ่มลงทะเบียน: 96706811 | โรงพยาบาลบางปะกอก 3
[2025-02-05T04:13:25.303Z] ERROR: Username ซ้ำ: 96706811 | โรงพยาบาลบางปะกอก 3 (doctor)
[2025-02-05T04:13:55.247Z] INFO: เริ่มลงทะเบียน: test | โรงพยาบาลบางปะกอกสมุทรปราการ
[2025-02-05T04:13:55.372Z] INFO: กำลังบันทึกข้อมูลผู้ใช้
[2025-02-05T04:13:55.588Z] ACTION: test - ลงทะเบียนสำเร็จ | ข้อมูล: {"timestamp":"2025-02-05T04:13:55.588Z","user_id":3,"hospital":"โรงพยาบาลบางปะกอกสมุทรปราการ","role":"doctor","registration_date":"2025-02-05"}
[2025-02-05T04:17:28.114Z] INFO: เริ่มลงทะเบียน: test1 | โรงพยาบาลปิยะเวท
[2025-02-05T04:17:28.227Z] INFO: กำลังบันทึกข้อมูลผู้ใช้
[2025-02-05T04:17:28.429Z] ACTION: test1 (ID: 4) | โรงพยาบาลปิยะเวท | nurse - ลงทะเบียนสำเร็จ
[2025-02-05T04:22:48.884Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลปิยะเวท
[2025-02-05T04:22:49.055Z] INFO: กำลังบันทึกข้อมูลผู้ใช้
[2025-02-05T04:22:49.308Z] ACTION: Username: test2 ลงทะเบียนสำเร็จ | โรงพยาบาลปิยะเวท (staff)
[2025-02-05T04:28:02.668Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:28:02.779Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:29:55.603Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:29:55.825Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:00.226Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:00.343Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:01.634Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:01.638Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:02.190Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:02.195Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:02.638Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:02.642Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:03.057Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:03.061Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:03.324Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:03.330Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:03.489Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:03.493Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:03.657Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:03.661Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:03.808Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:03.812Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:03.962Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:03.966Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:04.103Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:04.113Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:30:04.238Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:30:04.242Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:32:35.678Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:32:35.877Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:32:43.687Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:32:43.692Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:33:06.964Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:33:07.036Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:33:21.627Z] INFO: เริ่มลงทะเบียน: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล
[2025-02-05T04:33:21.722Z] ERROR: Username ซ้ำ: test2 | โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (doctor)
[2025-02-05T04:38:49.235Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:38:49.678Z] ACTION: 96706811 - เข้าสู่ระบบสำเร็จ | [object Object]
[2025-02-05T04:38:51.234Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:38:51.548Z] ACTION: 96706811 - เข้าสู่ระบบสำเร็จ | [object Object]
[2025-02-05T04:39:00.313Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:39:00.319Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:39:00.319Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:39:00.899Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:39:00.904Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:39:00.904Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:39:01.037Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:39:01.042Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:39:01.042Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:39:01.162Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:39:01.166Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:39:01.166Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:39:01.284Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:39:01.289Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:39:01.289Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:39:01.414Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"59 วินาที"}
[2025-02-05T04:39:01.571Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"59 วินาที"}
[2025-02-05T04:39:01.694Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"59 วินาที"}
[2025-02-05T04:39:01.842Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"59 วินาที"}
[2025-02-05T04:39:01.956Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"59 วินาที"}
[2025-02-05T04:39:02.100Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"59 วินาที"}
[2025-02-05T04:39:02.255Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"59 วินาที"}
[2025-02-05T04:39:02.394Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"58 วินาที"}
[2025-02-05T04:39:02.541Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"58 วินาที"}
[2025-02-05T04:39:02.684Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"58 วินาที"}
[2025-02-05T04:39:02.835Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"58 วินาที"}
[2025-02-05T04:39:02.960Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"58 วินาที"}
